Company,TypeName,Inches,Gpu,Touchscreen,Ips,Screen Resolution,X_res,Y_res,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,OS,Weight (kg),Price
MSI,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,128,0,Windows 10,2.2,638.2411199999999
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,4,1000,0,0,Windows 10,2.4,585.49392
Acer,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,4.2,1347.39792
Dell,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.62,577.2888
Asus,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.24,784.7611199999999
Vero,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Celeron Dual,1.1,4,0,0,32,Windows 10,1.22,118.915632
Lenovo,2 in 1 Convertible,13.3,Intel,1,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,512,0,Windows 10,1.37,1154.5776
Lenovo,2 in 1 Convertible,15.6,AMD,1,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.08,562.05072
Apple,Ultrabook,12.0,Intel,0,1,2304x1440,2304,1440,Intel Core M,1.2,8,0,0,512,Mac X,0.92,682.7832
Lenovo,2 in 1 Convertible,14.0,Intel,1,1,2560x1440,2560,1440,Intel Core i5,2.5,8,0,256,0,Windows 10,1.42,1365.5664
Asus,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,0,0,32,Windows 10,1.63,175.23791999999997
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,8,0,128,0,Windows 10,1.95,474.7248
Lenovo,2 in 1 Convertible,13.9,Intel,1,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.38,790.6219199999999
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i3,2.0,8,0,256,0,Windows 10,2.0,433.11312
HP,Workstation,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,3.14,1210.196592
Asus,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.37,644.10192
Dell,Ultrabook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.29,878.53392
Dell,Notebook,15.6,Nvidia,1,0,3840x2160,3840,2160,Intel Core i5,2.5,8,0,256,0,Windows 10,2.06,1025.05392
Dell,Netbook,11.6,Intel,0,0,1366x768,1366,768,Intel Pentium Quad,1.1,4,0,128,0,Windows 10,1.63,436.04352
HP,Netbook,12.5,Intel,0,0,1366x768,1366,768,Intel Core i5,2.6,8,0,256,0,Windows 10,1.26,814.06512
Toshiba,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.3,4,500,0,0,Windows 10,2.1,457.1424
HP,Notebook,15.6,AMD,0,0,1366x768,1366,768,AMD A-Series,2.5,8,2000,0,0,Windows 10,2.04,368.64432
Dell,Gaming,15.6,Nvidia,0,0,3840x2160,3840,2160,Intel Core i7,2.8,16,0,512,0,Windows 10,2.62,984.02832
Lenovo,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,1000,0,0,Windows 10,2.4,356.92272
HP,Gaming,17.3,AMD,0,1,1920x1080,1920,1080,Intel Core i7,2.8,12,1000,0,0,Windows 10,3.74,1025.05392
MSI,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,512,0,Windows 10,2.9,1415.3832
Samsung,Ultrabook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,0.81,878.53392
Dell,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,0,0,Windows 10,1.98,563.22288
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.18,462.8918448
Lenovo,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.32,1089.52272
Razer,Ultrabook,12.5,Intel,1,1,3840x2160,3840,2160,Intel Core i7,2.5,16,0,512,0,Windows 10,1.29,1054.35792
HP,Netbook,11.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,0,16,Chrome OS,1.23,225.6408
Dell,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,128,0,Windows 10,4.36,1468.1421216
Dell,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Core i5,2.3,4,500,0,0,Windows 10,1.76,442.4904
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,500,0,0,Windows 10,2.1,287.120592
Toshiba,Ultrabook,14.0,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,4,0,128,0,Windows 10,1.25,638.8272
Lenovo,Ultrabook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,512,0,Windows 10,1.13,1464.61392
MSI,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.4,702.70992
Lenovo,Ultrabook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,0,256,Windows 10,1.13,1098.9
Toshiba,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Processor,2.1,4,0,128,0,Windows 10,1.75,292.45392
Asus,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.1,795.8966399999998
Dell,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,500,0,0,Windows 10,1.76,342.8568
Acer,Netbook,11.6,Intel,0,1,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,0,32,Chrome OS,1.35,208.0584
Acer,Notebook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i3,2.4,8,0,128,0,Windows 10,1.5,362.78352
Razer,Gaming,17.3,Nvidia,1,0,3840x2160,3840,2160,Intel Core i7,2.9,32,0,512,0,Windows 10,3.49,3222.85392
Lenovo,Ultrabook,14.0,Intel,0,1,2560x1440,2560,1440,Intel Core i7,2.6,16,0,512,0,Windows 10,1.1,1230.18192
Asus,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,1000,0,0,Linux,2.1,304.17552
Lenovo,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,8,0,256,0,Windows 10,1.7,695.09088
Lenovo,Notebook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.6,8,0,256,0,Windows 10,1.32,967.032
Dell,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,3.21,1626.1551503999997
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.9,1417.72752
Toshiba,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.4,4,500,0,0,Windows 10,2.0,392.08752
Lenovo,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Processor,1.6,4,0,0,16,Chrome OS,1.5,190.476
Asus,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,128,0,0,Windows 10,2.3,345.7872
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.6,16,1000,512,0,Windows 10,2.73,1054.35792
Dell,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,32,1000,512,0,Windows 10,4.42,1800.9593711999996
HP,Notebook,17.3,Nvidia,0,0,1600x900,1600,900,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.63,533.3328
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,8,0,128,0,Windows 10,2.18,418.4552592
HP,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.5,8,0,512,0,Windows 7,1.54,1095.9696
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,2.7,4,0,256,0,Windows 10,2.18,433.11312
HP,2 in 1 Convertible,11.6,Intel,1,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,0,0,32,Chrome OS,1.4,360.4392
Asus,Ultrabook,13.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.3,8,0,512,0,Windows 10,1.45,601.31808
HP,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.28,1334.50416
HP,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.5,8,0,512,0,Windows 10,1.54,860.3654399999999
HP,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,128,0,No OS,1.86,175.23791999999997
Asus,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,128,0,Windows 10,2.1,1112.96592
Dell,Notebook,17.3,AMD,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,0,0,Linux,2.83,506.9592
Lenovo,Ultrabook,14.0,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,1.96,1115.3102399999998
Asus,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,2.3,461.24496
Dell,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,128,0,Windows 10,1.9,553.8456
Asus,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Pentium Quad,1.1,4,1000,0,0,Windows 10,2.0,263.14992
HP,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,1.28,1499.7787199999998
Dell,Notebook,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i5,2.3,8,1000,0,0,Windows 10,1.62,380.36592
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,1000,0,0,No OS,2.2,274.87152
Lenovo,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.3,498.5548128
HP,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,2.6,8,0,256,0,Windows 10,1.84,790.6219199999999
Toshiba,Notebook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,0,128,0,Windows 10,1.05,753.1128
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,No OS,2.5,596.04336
Dell,Ultrabook,13.3,Intel,1,0,3200x1800,3200,1800,Intel Core i7,2.5,16,0,512,0,Windows 10,1.29,1312.8192
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,4,500,0,0,Windows 10,2.07,533.3328
Toshiba,Ultrabook,13.3,Intel,0,0,1366x768,1366,768,Intel Core i5,2.3,8,0,256,0,Windows 10,1.2,641.7575999999999
Lenovo,2 in 1 Convertible,13.3,Intel,1,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.37,1142.856
Acer,Notebook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.56,528.6441599999999
Dell,Workstation,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,0,0,Windows 10,2.23,1042.0502399999998
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,4,500,0,0,Windows 10,2.38,618.3144
Lenovo,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,1000,0,0,No OS,2.2,280.73232
Toshiba,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,2.0,813.4790399999999
Lenovo,Notebook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Core i3,2.4,4,0,180,0,Windows 10,1.44,430.7688
Samsung,Ultrabook,15.0,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,16,0,256,0,Windows 10,1.23,1083.66192
Dell,Ultrabook,12.5,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,1.6,990.4752
Asus,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Pentium Quad,1.1,4,1000,0,0,Linux,2.0,233.8400592
Xiaomi,Ultrabook,13.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.3,8,0,256,0,Windows 10,1.28,547.9848
Dell,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,1000,128,0,Windows 10,2.18,534.798
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,0,256,0,Windows 10,2.04,491.7211199999999
HP,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i5,2.5,4,0,256,0,Windows 10,1.28,996.336
HP,2 in 1 Convertible,15.6,Intel,1,0,1366x768,1366,768,Intel Core i5,2.5,4,500,0,0,Windows 10,2.3,401.3475839999999
Asus,Notebook,14.1,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,0,0,32,Windows 10,1.65,203.95584
Lenovo,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.5,8,1000,0,0,Windows 10,2.2,392.08752
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Pentium Quad,1.6,4,500,0,0,Windows 10,2.2,216.26352
HP,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i5,2.5,4,0,256,0,Windows 10,1.28,1054.35792
Dell,Notebook,15.6,AMD,0,0,1366x768,1366,768,Intel Core i3,2.0,4,1000,0,0,Linux,2.18,267.076656
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,12,1000,128,0,Windows 10,2.2,802.8709919999999
Acer,Netbook,11.6,Intel,0,1,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,0,32,Chrome OS,1.25,174.06575999999998
Lenovo,Notebook,17.3,AMD,0,0,1600x900,1600,900,AMD A-Series,2.2,4,500,0,0,Windows 10,2.8,222.12432
HP,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,0,128,0,Windows 10,1.95,741.3911999999999
HP,2 in 1 Convertible,13.3,Intel,1,0,3200x1800,3200,1800,Intel Core i7,2.7,16,0,256,0,Windows 10,1.42,819.92592
Samsung,Ultrabook,15.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.17,995.74992
Lenovo,Ultrabook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.32,1054.35792
MSI,Gaming,17.3,Nvidia,0,1,3840x2160,3840,2160,Intel Core i7,2.6,16,2000,512,0,Windows 10,2.43,1552.5259199999998
Toshiba,Notebook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.05,864.468
Dell,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,0,0,Linux,2.62,544.46832
HP,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,0,0,Windows 10,2.04,527.472
Dell,Notebook,15.6,AMD,0,0,1366x768,1366,768,Intel Core i3,2.0,4,1000,0,0,Windows 10,2.18,359.85311999999993
Dell,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.6,8,500,0,0,Windows 10,1.9,547.9848
Dell,2 in 1 Convertible,13.3,Intel,1,0,3200x1800,3200,1800,Intel Core i7,1.3,8,0,512,0,Windows 10,1.24,1179.837648
Asus,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.7,32,0,512,0,Windows 10,3.58,749.5963199999999
Dell,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i7,1.3,16,0,256,0,Windows 10,1.22,966.44592
Lenovo,Ultrabook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,0,256,Windows 10,1.13,1200.87792
Lenovo,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,512,0,Windows 10,1.95,1150.4691792
LG,Ultrabook,15.6,Intel,1,1,1920x1080,1920,1080,Intel Core i7,2.7,16,0,512,0,Windows 10,1.08,1230.18192
HP,Netbook,12.5,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,512,0,Windows 10,1.26,869.1566399999998
Acer,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Celeron Dual,1.5,4,0,0,16,Chrome OS,2.2,210.40272
Lenovo,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.3,8,1000,128,0,Windows 10,2.6,462.41712
LG,Ultrabook,14.0,Intel,1,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,512,0,Windows 10,0.98,1112.96592
Dell,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.8,8,0,256,0,Windows 10,1.6,706.2264
HP,Ultrabook,12.5,Intel,1,0,3840x2160,3840,2160,Intel Core M,1.2,8,0,240,0,Windows 10,1.09,1816.848
Lenovo,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,6,0,256,0,Windows 10,2.2,462.41712
HP,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,2.04,597.2096591999999
Acer,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.4,4,1000,0,0,Windows 10,2.4,292.45392
Lenovo,Notebook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,0,128,0,Windows 10,1.44,516.3364799999999
HP,Notebook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.49,562.6368
MSI,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.7,937.14192
Dell,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,128,0,Windows 10,2.6,790.6219199999999
MSI,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,128,0,Windows 10,2.2,656.3568528000001
Dell,Notebook,15.6,AMD,0,0,1366x768,1366,768,Intel Core i5,2.5,4,1000,0,0,Windows 10,2.18,401.4589392
HP,Ultrabook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,2.5,8,0,256,0,Windows 10,1.84,760.1398991999998
HP,Ultrabook,13.3,Intel,1,0,3200x1800,3200,1800,Intel Core i7,2.7,8,0,256,0,Windows 10,1.39,673.4059199999999
Toshiba,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.6,16,0,256,0,Windows 10,2.4,1157.508
Lenovo,2 in 1 Convertible,13.3,Intel,1,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,512,0,Windows 10,1.37,1069.596
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.3,4,500,0,0,Windows 10,1.95,427.779792
Lenovo,Ultrabook,12.5,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.36,967.032
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,8,0,256,0,Windows 10,2.31,682.7832
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,4,1000,0,0,Windows 10,2.18,414.9798048
HP,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Core i5,2.3,4,500,0,0,Windows 10,1.95,673.4059199999999
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Pentium Quad,1.1,4,1000,0,0,Windows 10,2.2,181.09872
HP,Ultrabook,12.5,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,4,500,0,0,Windows 10,1.26,925.42032
HP,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,1000,0,0,No OS,1.86,169.318512
Lenovo,2 in 1 Convertible,13.3,Intel,1,1,3200x1800,3200,1800,Intel Core i7,2.2,16,0,1000,0,Windows 10,1.3,1054.35792
Toshiba,Notebook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.3,4,0,128,0,Windows 10,1.47,647.6184
HP,Netbook,12.5,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,8,0,256,0,Windows 10,1.26,978.16752
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,1000,0,0,Windows 10,2.18,327.384288
MSI,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.2,702.70992
Dell,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.36,960.58512
Dell,Gaming,17.3,Nvidia,0,0,2560x1440,2560,1440,Intel Core i7,2.7,16,1000,512,0,Windows 10,4.36,1616.40864
HP,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.3,8,1000,128,0,Windows 10,2.75,819.92592
Asus,Notebook,17.3,Nvidia,0,0,1600x900,1600,900,Intel Pentium Quad,1.6,4,1000,0,0,Windows 10,2.8,310.6224
Acer,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,4,500,0,0,Windows 10,2.23,362.78352
Toshiba,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.3,8,0,256,0,Windows 10,2.2,655.8235199999999
Lenovo,2 in 1 Convertible,11.3,Intel,1,1,1920x1080,1920,1080,Intel Core M,1.2,8,0,256,0,Windows 10,1.1,761.31792
Lenovo,Gaming,15.6,AMD,0,1,1920x1080,1920,1080,AMD Processor,2.1,16,1000,512,0,Windows 10,2.5,585.49392
Dell,Ultrabook,12.5,Intel,1,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.36,862.8269760000001
Lenovo,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,0,0,No OS,2.2,401.4648
Dell,Notebook,17.3,AMD,0,0,1600x900,1600,900,Intel Core i3,2.0,4,1000,0,0,Windows 10,2.36,386.22672
Acer,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,0,32,Chrome OS,1.68,204.54192
HP,Workstation,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,8,0,Windows 10,2.0,1318.09392
Dell,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,1.36,1040.292
Toshiba,Notebook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,8,0,256,0,Windows 7,1.2,855.6768
Asus,2 in 1 Convertible,12.5,Intel,0,0,1920x1080,1920,1080,Intel Core M,1.2,8,0,0,64,Chrome OS,1.2,679.26672
Lenovo,Ultrabook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.6,8,0,256,0,Windows 10,1.7,872.6672591999999
Dell,Gaming,17.3,Nvidia,0,1,3840x2160,3840,2160,Intel Core i7,2.8,16,1000,512,0,Windows 10,4.36,1848.49632
Dell,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i5,1.2,8,0,256,0,Windows 10,1.24,1112.96592
HP,2 in 1 Convertible,11.6,Intel,1,0,1366x768,1366,768,Intel Pentium Quad,1.1,4,0,256,0,Windows 10,1.45,454.212
Dell,Ultrabook,13.3,Intel,0,0,3200x1800,3200,1800,Intel Core i7,2.5,8,0,256,0,Windows 10,1.3,743.1494399999999
Acer,2 in 1 Convertible,11.6,Intel,1,1,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,0,32,Chrome OS,1.25,227.98512
Toshiba,Notebook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.4,8,0,256,0,Windows 10,1.2,899.6328
Lenovo,Ultrabook,12.5,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.6,8,0,256,0,Windows 10,1.36,1031.5008
Acer,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,12,1000,128,0,Windows 10,2.4,591.3547199999999
Toshiba,Ultrabook,12.5,Intel,1,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,512,0,Windows 10,1.1,1049.0831999999998
HP,Notebook,15.6,Nvidia,0,0,1366x768,1366,768,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.04,496.11671999999993
Dell,Notebook,15.6,AMD,0,0,1366x768,1366,768,Intel Core i3,2.0,4,1000,0,0,Linux,2.25,272.8905696
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,4,500,0,0,Windows 10,1.9,483.516
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.4,4,500,0,0,Windows 10,2.04,401.4648
Dell,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,32,1000,256,0,Windows 10,4.42,1845.56592
Lenovo,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,6,0,256,0,Windows 10,2.4,407.3256
Dell,2 in 1 Convertible,13.3,Intel,1,0,3200x1800,3200,1800,Intel Core i7,1.3,16,0,512,0,Windows 10,1.22,1112.96592
Dell,Ultrabook,14.0,Intel,1,0,2560x1440,2560,1440,Intel Core i7,2.6,8,0,256,0,Windows 10,1.5,1150.4633183999997
Dell,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.6,32,1000,256,0,Windows 10,4.42,1641.024
Toshiba,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,8,0,256,0,Windows 10,1.95,691.5744
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.73,1201.405392
HP,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.7,8,1000,128,0,Windows 10,2.04,573.77232
Asus,2 in 1 Convertible,15.6,Nvidia,1,0,3840x2160,3840,2160,Intel Core i7,2.7,16,2000,512,0,Windows 10,2.3,1054.35792
HP,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i7,2.7,6,1000,0,0,Windows 10,2.04,339.34032
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.99,1025.05392
Dell,2 in 1 Convertible,15.6,Intel,1,1,1920x1080,1920,1080,Intel Core i7,2.7,12,0,512,0,Windows 10,2.19,761.31792
Toshiba,Notebook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,4,0,128,0,Windows 7,1.2,700.3656
